,MovieName,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,GrossCollection,Popularity,Certification
1548,Fighting,Channing Tatum,Terrence Howard,Luis Guzmán,33754,Action,Crime,Drama,23.04M,,PG-13
1549,Whiteout,Kate Beckinsale,Gabriel Macht,Tom Skerritt,39666,Action,Crime,Mystery,10.28M,,R
1550,The Man,Samuel L. Jackson,Eugene Levy,Miguel Ferrer,26217,Action,Comedy,Crime,8.33M,,PG-13
1551,Showtime,Robert De Niro,Eddie Murphy,Rene Russo,64188,Action,Comedy,Crime,38.08M,,PG-13
1552,Taxi 4,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,29665,Action,Comedy,Crime,,,Not Rated
1553,Gunjan Saxena: The Kargil Girl,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi,35159,Action,Biography,Drama,,,TV-14
1554,65,Adam Driver,Ariana Greenblatt,Chloe Coleman,47837,Action,Adventure,Drama,,55,PG-13
1555,Wonder Woman 1984,Gal Gadot,Chris Pine,Kristen Wiig,278852,Action,Adventure,Fantasy,46.37M,998,PG-13
1556,Gods of Egypt,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,121227,Action,Adventure,Drama,31.15M,"1,095",PG-13
1557,The Mummy,Tom Cruise,Sofia Boutella,Annabelle Wallis,196543,Action,Adventure,Fantasy,80.10M,"1,111",PG-13
1558,Batman Forever,Val Kilmer,Tommy Lee Jones,Jim Carrey,258851,Action,Adventure,,184.03M,"1,342",PG-13
1559,The Forever Purge,Ana de la Reguera,Tenoch Huerta,Josh Lucas,38284,Action,Crime,Horror,44.54M,"1,563",R
1560,Ava,Jessica Chastain,John Malkovich,Common,59288,Action,Drama,Thriller,0.50M,"1,983",R
1561,Snake Eyes,Henry Golding,Andrew Koji,Haruka Abe,41813,Action,Adventure,Crime,,"2,666",PG-13
1562,Godzilla,Matthew Broderick,Jean Reno,Maria Pitillo,197621,Action,Sci-Fi,Thriller,136.31M,"2,668",PG-13
1563,Maximum Overdrive,Emilio Estevez,Pat Hingle,Laura Harrington,34013,Action,Comedy,Horror,7.43M,"3,552",R
1564,Drive Angry,Nicolas Cage,Amber Heard,William Fichtner,101520,Action,Comedy,Fantasy,10.71M,"3,632",R
1565,Æon Flux,Charlize Theron,Frances McDormand,Sophie Okonedo,130741,Action,Adventure,Sci-Fi,25.86M,"4,437",PG-13
1566,Vampire Academy,Zoey Deutch,Lucy Fry,Danila Kozlovskiy,55896,Action,Comedy,Drama,7.79M,"4,645",PG-13
1567,Big Game,Samuel L. Jackson,Onni Tommila,Ray Stevenson,34348,Action,Adventure,Comedy,0.02M,"4,698",PG-13
1568,"Game Over, Man!",Adam Devine,Anders Holm,Blake Anderson,31878,Action,Comedy,,,"4,785",TV-MA
1569,Killers,Katherine Heigl,Ashton Kutcher,Tom Selleck,93851,Action,Comedy,Romance,47.06M,"4,953",PG-13
1570,Blackhat,Chris Hemsworth,Viola Davis,Tang Wei,62059,Action,Crime,Thriller,7.10M,,R
1571,Outside the Wire,Anthony Mackie,Damson Idris,Enzo Cilenti,44048,Action,Adventure,Fantasy,,,R
1572,Season of the Witch,Nicolas Cage,Ron Perlman,Claire Foy,96137,Action,Adventure,Fantasy,24.83M,,PG-13
1573,The Tuxedo,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,86226,Action,Comedy,Sci-Fi,50.55M,,PG-13
1574,The Spy Next Door,Jackie Chan,Amber Valletta,Billy Ray Cyrus,45535,Action,Comedy,Family,24.27M,,PG
1575,D3: The Mighty Ducks,Emilio Estevez,Jeffrey Nordling,David Selby,27834,Action,Comedy,Drama,22.94M,,PG
1576,The Last Legion,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan,36491,Action,Adventure,History,5.93M,,PG-13
1577,The Man with the Iron Fists,Russell Crowe,Cung Le,Lucy Liu,63547,Action,,,15.63M,,R
1578,Pathfinder,Karl Urban,Clancy Brown,Moon Bloodgood,45406,Action,Adventure,Drama,10.23M,,R
1579,Battle for the Planet of the Apes,Roddy McDowall,Claude Akins,Natalie Trundy,32216,Action,Sci-Fi,,8.84M,,G
1580,Killing Season,Robert De Niro,John Travolta,Milo Ventimiglia,38150,Action,Drama,Thriller,0.03M,,R
1581,Bulletproof Monk,Chow Yun-Fat,Seann William Scott,Jaime King,51294,Action,Comedy,Fantasy,23.02M,,PG-13
1582,I Spy,Eddie Murphy,Owen Wilson,Famke Janssen,52508,Action,Adventure,Comedy,33.56M,,PG-13
1583,Dhoom 3,Aamir Khan,Katrina Kaif,Abhishek Bachchan,47672,Action,Crime,Drama,8.03M,,Not Rated
1584,Masters of the Universe,Dolph Lundgren,Frank Langella,Meg Foster,42472,Action,Adventure,Fantasy,17.34M,855,PG
1585,Geostorm,Gerard Butler,Jim Sturgess,Abbie Cornish,112771,Action,Sci-Fi,Thriller,33.70M,"1,610",PG-13
1586,The Predator,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,138077,Action,Adventure,Horror,51.02M,"1,789",R
1587,The New Mutants,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,84255,Action,Horror,Mystery,23.86M,"1,821",PG-13
1588,Point Break,Edgar Ramírez,Luke Bracey,Ray Winstone,64634,Action,Adventure,Crime,28.78M,"2,111",PG-13
1589,Ghost Rider,Nicolas Cage,Eva Mendes,Sam Elliott,245299,Action,Fantasy,Thriller,115.80M,"2,167",PG-13
1590,Jupiter Ascending,Channing Tatum,Mila Kunis,Eddie Redmayne,191461,Action,Adventure,Sci-Fi,47.39M,"2,199",PG-13
1591,Daredevil,Ben Affleck,Jennifer Garner,Colin Farrell,224219,Action,Crime,,102.54M,"2,222",PG-13
1592,Tank Girl,Lori Petty,Ice-T,Naomi Watts,33241,Action,Comedy,Sci-Fi,4.06M,"2,377",R
1593,Robin Hood,Taron Egerton,Jamie Foxx,Ben Mendelsohn,76651,Action,Adventure,Drama,30.82M,"2,883",PG-13
1594,Congo,Laura Linney,Tim Curry,Dylan Walsh,47207,Action,Adventure,Mystery,81.02M,"3,635",PG-13
1595,Resident Evil: Retribution,Milla Jovovich,Sienna Guillory,Michelle Rodriguez,146233,Action,Horror,Sci-Fi,42.35M,"3,786",R
1596,Red Dawn,Chris Hemsworth,Isabel Lucas,Josh Hutcherson,78792,Action,Drama,,44.81M,"4,101",PG-13
1597,The Karate Kid Part III,Ralph Macchio,Pat Morita,Robyn Lively,66380,Action,Drama,Family,38.96M,"4,432",PG
1598,Land of the Lost,Will Ferrell,Danny McBride,Anna Friel,73280,Action,Adventure,Comedy,49.44M,"4,480",PG-13
1599,Max Payne,Mark Wahlberg,Mila Kunis,Beau Bridges,128173,Action,Crime,Drama,40.69M,,PG-13
1600,Spy Kids 2: Island of Lost Dreams,Alexa PenaVega,Daryl Sabara,Antonio Banderas,70421,Action,Adventure,Comedy,85.85M,,PG
1601,One for the Money,Katherine Heigl,Jason O'Mara,Daniel Sunjata,43338,Action,Comedy,Crime,26.41M,,PG-13
1602,Spy Hard,Leslie Nielsen,Nicollette Sheridan,Charles Durning,39161,Action,Comedy,,29.00M,,PG-13
1603,The Colony,Kevin Zegers,Laurence Fishburne,Bill Paxton,46259,Action,Horror,Sci-Fi,,,Not Rated
1604,Hollywood Homicide,Harrison Ford,Josh Hartnett,Isaiah Washington,38348,Action,Comedy,Crime,30.01M,,PG-13
1605,Bangkok Dangerous,Nicolas Cage,Charlie Yeung,Shahkrit Yamnarm,57555,Action,Crime,Thriller,15.28M,,R
1606,Universal Soldier: Regeneration,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,26064,Action,Adventure,Sci-Fi,,,R
1607,The Way to Paradise,Enzo Zelocchi,Jennifer Lyons,Bryson Jones Allman,32346,Action,Comedy,Thriller,,,
1608,F9: The Fast Saga,Vin Diesel,Michelle Rodriguez,Jordana Brewster,148161,Action,Crime,Thriller,173.20M,47,PG-13
1609,Transformers: The Last Knight,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,158809,Action,Adventure,Sci-Fi,130.17M,334,PG-13
1610,Morbius,Jared Leto,Matt Smith,Adria Arjona,137404,Action,Adventure,Horror,73.87M,927,PG-13
1611,The Covenant,Steven Strait,Sebastian Stan,Toby Hemingway,50796,Action,Adventure,Fantasy,23.29M,"1,309",PG-13
1612,Resident Evil: Welcome to Raccoon City,Kaya Scodelario,Robbie Amell,Hannah John-Kamen,58317,Action,Horror,Sci-Fi,17.00M,"1,435",R
1613,Hellboy,David Harbour,Milla Jovovich,Ian McShane,94053,Action,Adventure,Fantasy,21.90M,"1,456",R
1614,Legion,Paul Bettany,Dennis Quaid,Charles S. Dutton,107963,Action,Fantasy,Horror,40.17M,"1,744",R
1615,The Mummy: Tomb of the Dragon Emperor,Brendan Fraser,Jet Li,Maria Bello,165997,Action,Adventure,Fantasy,102.49M,"1,765",PG-13
1616,xXx: Return of Xander Cage,Vin Diesel,Donnie Yen,Deepika Padukone,94557,Action,Adventure,Thriller,44.90M,"1,841",PG-13
1617,Spawn,Michael Jai White,John Leguizamo,Martin Sheen,70300,Action,Drama,Horror,54.97M,"2,281",PG-13
1618,The 5th Wave,Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez,113414,Action,Adventure,Sci-Fi,34.92M,"2,442",PG-13
1619,Mighty Morphin Power Rangers,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,29024,Action,Adventure,Family,38.19M,"2,560",PG
1620,Independence Day: Resurgence,Liam Hemsworth,Jeff Goldblum,Bill Pullman,183842,Action,Adventure,Sci-Fi,103.14M,"2,581",PG-13
1621,Monster Hunter,Milla Jovovich,Tony Jaa,Ron Perlman,63821,Action,Adventure,Fantasy,15.16M,"2,747",PG-13
1622,The Bad Batch,Suki Waterhouse,Jason Momoa,Jayda Fink,33633,Action,Horror,Mystery,0.18M,"2,880",R
1623,Paul Blart: Mall Cop,Kevin James,Keir O'Donnell,Jayma Mays,113692,Action,Comedy,Crime,20.82M,"3,586",PG
1624,Doom,Karl Urban,Rosamund Pike,Dwayne Johnson,116094,Action,Horror,Sci-Fi,28.21M,"3,704",R
1625,Lost in Space,Gary Oldman,William Hurt,Matt LeBlanc,73714,Action,Adventure,Family,69.12M,"3,924",PG-13
1626,Big Momma's House,Martin Lawrence,Nia Long,Paul Giamatti,88179,Action,Comedy,Crime,117.56M,"4,044",PG-13
1627,A Good Day to Die Hard,Bruce Willis,Jai Courtney,Sebastian Koch,210909,Action,Thriller,,67.35M,"4,485",R
1628,The First Purge,Y'lan Noel,Lex Scott Davis,Joivan Wade,66504,Action,Horror,Sci-Fi,69.49M,,R
1629,The Transporter Refueled,Ed Skrein,Loan Chabanol,Ray Stevenson,43366,Action,Thriller,,16.03M,,PG-13
1630,The Medallion,Jackie Chan,Lee Evans,Claire Forlani,42799,Action,Comedy,Fantasy,22.11M,,PG-13
1631,Alex Cross,Tyler Perry,Matthew Fox,Rachel Nichols,34793,Action,Crime,Mystery,25.89M,,PG-13
1632,Mutant Chronicles,Thomas Jane,Ron Perlman,Devon Aoki,26793,Action,Adventure,Mystery,0.01M,,R
1633,Beast,Joseph Vijay,Pooja Hegde,K. Selvaraghavan,34444,Action,Thriller,,,,UA
1634,Bachchhan Paandey,Akshay Kumar,Kriti Sanon,Jacqueline Fernandez,36175,Action,Comedy,Crime,,,UA
1635,Moonfall,Halle Berry,Patrick Wilson,John Bradley,88625,Action,Adventure,Sci-Fi,19.06M,579,PG-13
1636,Conan the Barbarian,Jason Momoa,Ron Perlman,Rose McGowan,100827,Action,Adventure,Fantasy,21.30M,"2,144",R
1637,Red Sonja,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,43403,Action,Adventure,Fantasy,6.95M,"2,569",PG-13
1638,Eragon,Ed Speleers,Sienna Guillory,Jeremy Irons,128358,Action,Adventure,Family,75.03M,"3,331",PG
1639,"I, Frankenstein",Aaron Eckhart,Bill Nighy,Miranda Otto,82570,Action,Fantasy,Sci-Fi,19.08M,"4,085",PG-13
1640,"10,000 BC",Camilla Belle,Steven Strait,Marco Khan,133410,Action,Adventure,Drama,94.78M,"4,097",PG-13
1641,Stealth,Josh Lucas,Jessica Biel,Jamie Foxx,55197,Action,Adventure,Sci-Fi,32.12M,"4,938",PG-13
1642,Agent Cody Banks,Frankie Muniz,Hilary Duff,Andrew Francis,35999,Action,Adventure,Comedy,47.94M,,PG
1643,Abduction,Taylor Lautner,Lily Collins,Alfred Molina,81930,Action,Mystery,Thriller,28.09M,,PG-13
1644,Miss Congeniality 2: Armed & Fabulous,Sandra Bullock,Regina King,William Shatner,77698,Action,Comedy,Crime,48.48M,,PG-13
1645,G-Force,Will Arnett,Penélope Cruz,Zach Galifianakis,48311,Animation,Action,Adventure,119.44M,,PG
1646,Cats & Dogs,Alec Baldwin,Tobey Maguire,Jeff Goldblum,61090,Action,Adventure,Comedy,93.39M,,PG
1647,Hot Pursuit,Reese Witherspoon,Sofía Vergara,Matthew Del Negro,52620,Action,Comedy,Crime,34.51M,,PG-13
1648,Stormbreaker,Alex Pettyfer,Mickey Rourke,Sophie Okonedo,25172,Action,Adventure,Family,0.65M,,PG
1649,Get Carter,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,35568,Action,Crime,Drama,14.97M,,R
1650,Charlie's Angels,Kristen Stewart,Naomi Scott,Ella Balinska,76669,Action,Adventure,Comedy,17.80M,"1,656",PG-13
1651,The Twilight Saga: Eclipse,Kristen Stewart,Robert Pattinson,Taylor Lautner,252189,Action,Adventure,Drama,300.53M,"2,141",PG-13
1652,Shadow in the Cloud,Chloë Grace Moretz,Nick Robinson,Beulah Koale,28660,Action,Horror,War,,"2,635",R
1653,How It Ends,Theo James,Kat Graham,Nancy Sorel,55683,Action,Drama,Horror,,"3,154",TV-MA
1654,Superman III,Christopher Reeve,Richard Pryor,Margot Kidder,72536,Action,Adventure,Comedy,59.95M,"3,876",PG
1655,Cyborg,Jean-Claude Van Damme,Deborah Richter,Vincent Klyn,32708,Action,Sci-Fi,Thriller,10.17M,"4,979",R
1656,The Phantom,Billy Zane,Kristy Swanson,Treat Williams,34909,Action,Adventure,Comedy,17.30M,,PG
1657,Virus,Jamie Lee Curtis,Donald Sutherland,William Baldwin,28992,Action,Horror,Sci-Fi,14.01M,,R
1658,See No Evil,Glenn Jacobs,Christina Vidal,Michael J. Pagan,28061,Action,Horror,Thriller,15.03M,,R
1659,Dilwale,Shah Rukh Khan,Kajol,Varun Dhawan,36530,Action,Comedy,Drama,4.83M,,Not Rated
1660,Wild Wild West,Will Smith,Kevin Kline,Kenneth Branagh,163932,Action,Comedy,Sci-Fi,113.81M,"3,268",PG-13
1661,The Darkest Hour,Emile Hirsch,Olivia Thirlby,Max Minghella,62388,Action,Adventure,Horror,21.43M,"3,408",PG-13
1662,Dracula 2000,Gerard Butler,Justine Waddell,Jonny Lee Miller,35117,Action,Fantasy,Horror,33.02M,"3,551",R
1663,Charlie's Angels: Full Throttle,Drew Barrymore,Lucy Liu,Cameron Diaz,130434,Action,Adventure,Comedy,100.83M,"4,020",PG-13
1664,The Cold Light of Day,Henry Cavill,Bruce Willis,Sigourney Weaver,38515,Action,Thriller,,3.75M,,PG-13
1665,Ghosts of Mars,Natasha Henstridge,Ice Cube,Pam Grier,56177,Action,Horror,Sci-Fi,8.43M,,R
1666,Blues Brothers 2000,Dan Aykroyd,John Goodman,Walter Levine,34083,Action,Comedy,Crime,13.98M,,PG-13
1667,Happy New Year,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,38945,Action,Comedy,Crime,,,Not Rated
1668,Anaconda,Jon Voight,Jennifer Lopez,Eric Stoltz,107911,Action,Adventure,Horror,65.89M,"1,410",PG-13
1669,The Ridiculous 6,Adam Sandler,Terry Crews,Jorge Garcia,51458,Action,Adventure,Comedy,,"3,358",TV-14
1670,DOA: Dead or Alive,Jaime Pressly,Devon Aoki,Sarah Carter,45592,Action,Adventure,Mystery,0.48M,"3,677",PG-13
1671,After Earth,Jaden Smith,David Denman,Will Smith,205180,Action,Adventure,Sci-Fi,60.52M,"3,689",PG-13
1672,Teenage Mutant Ninja Turtles III,Elias Koteas,Paige Turco,Stuart Wilson,34632,Action,Adventure,Comedy,42.66M,,PG
1673,Crocodile Dundee in Los Angeles,Paul Hogan,Linda Kozlowski,Jere Burns,25614,Action,Adventure,Comedy,25.64M,,PG
1674,Tekken,Jonathan Patrick Foo,Kelly Overton,Cary-Hiroyuki Tagawa,27992,Action,Crime,Drama,,,R
1675,Double Team,Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,35559,Action,Comedy,Sci-Fi,11.44M,,R
1676,Shamshera,Ranbir Kapoor,Sanjay Dutt,Vaani Kapoor,56724,Action,Adventure,Drama,,,UA
1677,Godsend,Robert De Niro,Greg Kinnear,Rebecca Romijn,26077,Action,Drama,Fantasy,14.38M,,PG-13
1678,Howard the Duck,Lea Thompson,Jeffrey Jones,Tim Robbins,49034,Action,Adventure,Comedy,16.30M,"1,229",PG
1679,Zoolander 2,Ben Stiller,Owen Wilson,Penélope Cruz,73082,Action,Adventure,Comedy,28.85M,"3,630",PG-13
1680,Elektra,Jennifer Garner,Goran Visnjic,Will Yun Lee,95325,Action,Adventure,Crime,24.41M,"4,026",PG-13
1681,Anacondas: The Hunt for the Blood Orchid,Morris Chestnut,KaDee Strickland,Eugene Byrd,32710,Action,Adventure,Horror,32.24M,,PG-13
1682,The Spirit,Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,62079,Action,Crime,Fantasy,19.78M,,PG-13
1683,The Marine,John Cena,Kelly Carlson,Robert Patrick,34767,Action,Comedy,Drama,18.84M,,PG-13
1684,Jonah Hex,Josh Brolin,Megan Fox,John Malkovich,60208,Action,Drama,Fantasy,10.54M,,PG-13
1685,Snatched,Amy Schumer,Goldie Hawn,Kim Caramele,36477,Action,Adventure,Comedy,45.83M,,R
1686,Ra.One,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,44424,Action,Adventure,Sci-Fi,2.51M,,Not Rated
1687,Bodyguard,Salman Khan,Kareena Kapoor,Raj Babbar,26907,Action,Comedy,Drama,,,Not Rated
1688,Bharat,Salman Khan,Katrina Kaif,Sunil Grover,31690,Action,Comedy,Drama,2.97M,,Not Rated
1689,Superhero Movie,Drake Bell,Leslie Nielsen,Sara Paxton,72210,Action,Comedy,Sci-Fi,26.64M,"2,290",PG-13
1690,Interceptor,Elsa Pataky,Luke Bracey,Aaron Glenane,25649,Action,Adventure,Drama,,"2,866",TV-MA
1691,Aliens vs. Predator: Requiem,Reiko Aylesworth,Steven Pasquale,Shareeka Epps,129382,Action,Adventure,Horror,41.80M,"4,019",R
1692,Shehzada,Kartik Aaryan,Kriti Sanon,Paresh Rawal,29972,Action,Comedy,Drama,,"4,335",UA
1693,Driven,Sylvester Stallone,Kip Pardue,Til Schweiger,42204,Action,Drama,Sport,32.72M,,PG-13
1694,Thunder Force,Melissa McCarthy,Octavia Spencer,Jason Bateman,43778,Action,Adventure,Comedy,,"3,798",PG-13
1695,Species II,Natasha Henstridge,Michael Madsen,Marg Helgenberger,30248,Action,Horror,Sci-Fi,19.17M,"4,219",R
1696,Home Alone 3,Alex D. Linz,Olek Krupa,Rya Kihlstedt,121400,Action,Comedy,Crime,30.88M,"4,409",PG
1697,Taxi,Queen Latifah,Jimmy Fallon,Gisele Bündchen,43725,Action,Comedy,Crime,36.61M,,PG-13
1698,Skyline,Eric Balfour,Donald Faison,Scottie Thompson,90933,Action,Sci-Fi,Thriller,21.37M,,PG-13
1699,xXx: State of the Union,Ice Cube,Samuel L. Jackson,Willem Dafoe,72151,Action,Adventure,Crime,26.87M,,PG-13
1700,The Next Karate Kid,Pat Morita,Hilary Swank,Michael Ironside,32430,Action,Drama,Family,8.91M,,PG
1701,Kangaroo Jack,Anthony Anderson,Jerry O'Connell,Estella Warren,32754,Action,Adventure,Comedy,66.93M,,PG
1702,Jason X,Kane Hodder,Lexa Doig,Jeff Geddis,58734,Action,Horror,Sci-Fi,13.12M,"4,426",R
1703,Cell,John Cusack,Samuel L. Jackson,Isabelle Fuhrman,29165,Action,Adventure,Horror,,,R
1704,Paul Blart: Mall Cop 2,Kevin James,Raini Rodriguez,Eduardo Verástegui,39305,Action,Comedy,Crime,71.04M,,PG
1705,"Big Mommas: Like Father, Like Son",Martin Lawrence,Brandon T. Jackson,Jessica Lucas,28510,Action,Comedy,Crime,37.92M,,PG-13
1706,Fantastic Four,Miles Teller,Kate Mara,Michael B. Jordan,171571,Action,Adventure,Sci-Fi,56.12M,865,PG-13
1707,Spy Kids 3: Game Over,Daryl Sabara,Alexa PenaVega,Antonio Banderas,63106,Action,Adventure,Comedy,111.76M,"3,644",PG
1708,Ghost Rider: Spirit of Vengeance,Nicolas Cage,Ciarán Hinds,Idris Elba,122852,Action,Adventure,Fantasy,51.77M,"4,064",PG-13
1709,Stop! Or My Mom Will Shoot,Sylvester Stallone,Estelle Getty,JoBeth Williams,43575,Action,Comedy,,28.41M,,PG-13
1710,Ultraviolet,Milla Jovovich,Cameron Bright,Nick Chinlund,83081,Action,Sci-Fi,,18.50M,,PG-13
1711,Inspector Gadget,Matthew Broderick,Rupert Everett,Joely Fisher,49602,Action,Adventure,Comedy,97.40M,"4,634",PG
1712,Highlander II: The Quickening,Christopher Lambert,Sean Connery,Virginia Madsen,46974,Action,Adventure,Fantasy,15.56M,,R
1713,The Legend of Hercules,Kellan Lutz,Gaia Weiss,Scott Adkins,55295,Action,Adventure,Fantasy,18.85M,,PG-13
1714,Universal Soldier: The Return,Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz,30085,Action,Sci-Fi,,10.43M,,R
1715,Coolie No. 1,Varun Dhawan,Sara Ali Khan,Paresh Rawal,73864,Action,Comedy,Romance,,,TV-14
1716,RoboCop 3,Robert John Burke,Nancy Allen,Mario Machado,51981,Action,Crime,Sci-Fi,10.70M,,PG-13
1717,Torque,Martin Henderson,Ice Cube,Monet Mazur,28927,Action,Comedy,Crime,21.22M,,PG-13
1718,Street Fighter,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen,73242,Action,Adventure,Comedy,33.42M,"1,713",PG-13
1719,The Last Airbender,Noah Ringer,Nicola Peltz Beckham,Jackson Rathbone,167409,Action,Adventure,Family,131.56M,"1,955",PG
1720,Shark Night,Sara Paxton,Dustin Milligan,Chris Carmack,26633,Action,Adventure,Horror,18.87M,,PG-13
1721,Speed 2: Cruise Control,Sandra Bullock,Jason Patric,Willem Dafoe,83757,Action,Adventure,Crime,48.61M,"3,329",PG-13
1722,Escape Plan 2: Hades,Sylvester Stallone,Dave Bautista,Xiaoming Huang,33431,Action,Crime,Mystery,,,R
1723,In the Name of the King: A Dungeon Siege Tale,Jason Statham,Ron Perlman,Ray Liotta,50180,Action,Adventure,Fantasy,4.54M,,PG-13
1724,The Avengers,Ralph Fiennes,Uma Thurman,Sean Connery,44605,Action,Adventure,Sci-Fi,23.32M,,PG-13
1725,The Adventures of Pluto Nash,Eddie Murphy,Jay Mohr,Randy Quaid,26472,Action,Comedy,Sci-Fi,4.42M,,PG-13
1726,Batman & Robin,Arnold Schwarzenegger,George Clooney,Chris O'Donnell,259864,Action,Sci-Fi,,107.33M,"1,080",PG-13
1727,The Adventures of Sharkboy and Lavagirl 3-D,Cayden Boyd,George Lopez,Kristin Davis,40048,Action,Adventure,Comedy,39.18M,"2,241",PG
1728,Superman IV: The Quest for Peace,Christopher Reeve,Gene Hackman,Margot Kidder,50721,Action,Adventure,Sci-Fi,15.68M,"3,938",PG
1729,Dungeons & Dragons,Justin Whalin,Jeremy Irons,Zoe McLellan,35204,Action,Adventure,Fantasy,15.22M,"1,288",PG-13
1730,Mortal Kombat: Annihilation,Robin Shou,Talisa Soto,James Remar,56459,Action,Adventure,Fantasy,35.93M,"3,227",PG-13
1731,Crimea,Roman Kurtsyn,Evgeniya Lapova,Pavel Kraynov,33482,Action,Drama,,,,
1732,Barb Wire,Pamela Anderson,Amir AboulEla,Adriana Alexander,30328,Action,Sci-Fi,,3.79M,"4,725",R
1733,Spy Kids 4: All the Time in the World,Jessica Alba,Jeremy Piven,Joel McHale,27003,Action,Adventure,Comedy,38.54M,,PG
1734,Dragon Wars: D-War,Jason Behr,Amanda Brooks,Robert Forster,25003,Action,Drama,Fantasy,10.98M,,PG-13
1735,Catwoman,Halle Berry,Sharon Stone,Benjamin Bratt,122473,Action,Crime,Fantasy,40.20M,"4,417",PG-13
1736,Left Behind,Nicolas Cage,Lea Thompson,Cassi Thomson,41231,Action,Fantasy,Sci-Fi,14.00M,"2,502",PG-13
1737,Rollerball,Chris Klein,Jean Reno,LL Cool J,28840,Action,Sci-Fi,Sport,18.99M,,PG-13
1738,BloodRayne,Kristanna Loken,Ben Kingsley,Michelle Rodriguez,36462,Action,Fantasy,Horror,2.41M,,R
1739,Gunday,Ranveer Singh,Arjun Kapoor,Priyanka Chopra Jonas,59751,Action,Drama,Musical,,,Not Rated
1740,Liger,Mike Tyson,Vijay Deverakonda,Ananya Panday,46691,Action,Drama,Romance,,,UA
1741,Dragonball Evolution,Justin Chatwin,James Marsters,Chow Yun-Fat,77070,Action,Adventure,Fantasy,9.35M,"1,762",PG
1742,Battlefield Earth,John Travolta,Forest Whitaker,Barry Pepper,81610,Action,Adventure,Sci-Fi,21.47M,"4,641",PG-13
1743,Heropanti 2,Tiger Shroff,Nawazuddin Siddiqui,Tara Sutaria,26996,Action,Comedy,Crime,,,UA
1744,Laxmii,Akshay Kumar,Kiara Advani,Sharad Kelkar,57992,Action,Comedy,Horror,,,TV-MA
1745,Alone in the Dark,Christian Slater,Tara Reid,Stephen Dorff,46338,Action,Horror,Sci-Fi,5.18M,,R
1746,The Prototype,Mark Vasconcellos,Frank Spinelli,Victoria De Mare,35313,Action,Sci-Fi,Thriller,,,
1747,House of the Dead,Jonathan Cherry,Tyron Leitso,Clint Howard,37993,Action,Adventure,Horror,10.25M,,R
1748,Radhe,Salman Khan,Disha Patani,Randeep Hooda,178829,Action,Crime,Thriller,,,TV-MA
1749,Race 3,Anil Kapoor,Salman Khan,Bobby Deol,47598,Action,Crime,Thriller,1.69M,,Not Rated
1750,Angels Apocalypse,Enzo Zelocchi,Jana Rochelle,Ryan C.F. Buckley,42912,Action,Fantasy,Sci-Fi,,,
